Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
980,RyanÿO'Hearn*,28,KCR,67,145,-5,0,1,-2,-3,-9,-1,5,-4,0.485,0.494,-0.3,-0.5,-2,ohearry01,RyanÿO'Hearn*,RyanÿO'Hearn,RyanÿO'Hearn,ryano'hearn
981,LoganÿO'Hoppe,22,LAA,5,16,0,0,0,-1,0,-1,-0.1,1,-1,0.477,0.499,0,-0.1,0,ohopplo01,LoganÿO'Hoppe,LoganÿO'Hoppe,LoganÿO'Hoppe,logano'hoppe
982,BrianÿO'Keefe,28,SEA,2,4,0,0,0,0,0,0,0,0,0,0.513,0.5,0,0,0,okeefbr01,BrianÿO'Keefe,BrianÿO'Keefe,BrianÿO'Keefe,briano'keefe
983,TylerÿO'Neill,27,STL,96,383,-1,1,0,1,-2,-1,-0.1,13,12,0.499,0.499,1,-0.1,11,oneilty01,TylerÿO'Neill,TylerÿO'Neill,TylerÿO'Neill,tylero'neill
985,RougnedÿOdor*,28,BAL,135,472,-11,0,0,-9,4,-16,-1.8,16,0,0.487,0.489,0.8,-0.6,9,odorro01,RougnedÿOdor*,RougnedÿOdor,RougnedÿOdor,rougnedodor
988,ShoheiÿOhtani*,27,LAA,157,666,30,-2,2,0,-15,15,1.6,23,38,0.51,0.51,3.4,-1.7,38,ohtansh01,ShoheiÿOhtani*,ShoheiÿOhtani,ShoheiÿOhtani,shoheiohtani
989,StevenÿOkert*,30,MIA,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,okertst01,StevenÿOkert*,StevenÿOkert,StevenÿOkert,stevenokert
990,ChrisÿOkey,27,CIN,7,13,-1,0,0,-1,0,-2,-0.3,0,-2,0.465,0.498,-0.1,-0.1,-1,okeych01,ChrisÿOkey,ChrisÿOkey,ChrisÿOkey,chrisokey
991,EdwardÿOlivares,26,KCR,53,174,2,0,1,-5,-2,-5,-0.5,6,1,0.49,0.497,0.6,-0.8,6,olivaed02,EdwardÿOlivares,EdwardÿOlivares,EdwardÿOlivares,edwardolivares
993,MattÿOlson*,28,ATL,162,699,12,-1,0,6,-8,9,1.1,23,33,0.506,0.506,2.6,-0.1,27,olsonma02,MattÿOlson*,MattÿOlson,MattÿOlson,mattolson
996,RafaelÿOrtega*,31,CHC,118,371,-5,-1,-1,-2,-1,-10,-1,13,3,0.491,0.493,0.4,-0.3,5,ortegra01,RafaelÿOrtega*,RafaelÿOrtega,RafaelÿOrtega,rafaelortega
1001,JamesÿOutman*,25,LAD,4,16,3,0,0,0,0,3,0.3,1,4,0.582,0.502,0.4,0,4,outmaja01,JamesÿOutman*,JamesÿOutman,JamesÿOutman,jamesoutman
1004,ChrisÿOwings,30,BAL,26,68,-6,0,0,-1,1,-6,-0.7,2,-4,0.474,0.496,-0.4,0,-3,owingch01,ChrisÿOwings,ChrisÿOwings,ChrisÿOwings,chrisowings
1005,MarcellÿOzuna,31,ATL,124,507,-9,-1,-1,-6,-8,-24,-2.5,17,-7,0.479,0.484,-0.3,-1.4,-1,ozunama01,MarcellÿOzuna,MarcellÿOzuna,MarcellÿOzuna,marcellozuna
1006,CristianÿPache,23,OAK,91,260,-18,-1,0,5,2,-13,-1.4,9,-4,0.485,0.492,-1,0.7,-9,pachecr01,CristianÿPache,CristianÿPache,CristianÿPache,cristianpache
1009,KevinÿPadlo,25,3TM,13,34,-5,0,0,-1,0,-6,-0.7,1,-5,0.448,0.499,-0.5,-0.1,-4,padloke01,KevinÿPadlo,KevinÿPadlo,KevinÿPadlo,kevinpadlo
1011,JermaineÿPalacios,25,MIN,30,77,-7,0,0,-2,1,-8,-0.8,3,-5,0.473,0.495,-0.4,-0.1,-3,palacje01,JermaineÿPalacios,JermaineÿPalacios,JermaineÿPalacios,jermainepalacios
1012,JoshuaÿPalacios*,26,WSN,29,49,-3,0,0,1,-1,-3,-0.3,2,-2,0.488,0.498,-0.3,0,-3,palacjo01,JoshuaÿPalacios*,JoshuaÿPalacios,JoshuaÿPalacios,joshuapalacios
1013,RichieÿPalacios*,25,CLE,54,123,-5,0,0,1,-2,-6,-0.6,4,-1,0.489,0.496,-0.3,-0.1,-2,palacri01,RichieÿPalacios*,RichieÿPalacios,RichieÿPalacios,richiepalacios
1015,MichaelÿPapierski#,26,2TM,39,103,-10,0,-1,0,2,-9,-0.9,4,-5,0.476,0.496,-0.6,0.2,-5,papiemi01,MichaelÿPapierski#,MichaelÿPapierski,MichaelÿPapierski,michaelpapierski
1017,IsaacÿParedes,23,TBR,111,381,7,-1,-1,5,1,11,1.2,13,24,0.511,0.508,2,0.6,19,paredis01,IsaacÿParedes,IsaacÿParedes,IsaacÿParedes,isaacparedes
1018,HoyÿPark*,26,PIT,23,60,-1,1,0,-5,1,-4,-0.5,2,-2,0.48,0.497,0.3,-0.5,3,parkho01,HoyÿPark*,HoyÿPark,HoyÿPark,hoypark
1019,VinnieÿPasquantino*,24,KCR,72,298,13,-1,-1,-2,-5,4,0.4,10,14,0.506,0.503,1.7,-0.8,16,pasquvi01,VinnieÿPasquantino*,VinnieÿPasquantino,VinnieÿPasquantino,vinniepasquantino
1022,JoelÿPayamps,28,2TM,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,payamjo01,JoelÿPayamps,JoelÿPayamps,JoelÿPayamps,joelpayamps
1023,MarkÿPayton*,30,CHW,8,25,-1,0,0,-1,0,-2,-0.2,1,-1,0.478,0.499,0,-0.1,0,paytoma01,MarkÿPayton*,MarkÿPayton,MarkÿPayton,markpayton
1025,JocÿPederson*,30,SFG,134,433,21,-2,0,-15,-5,-1,0,15,14,0.499,0.5,2.9,-2.1,29,pederjo01,JocÿPederson*,JocÿPederson,JocÿPederson,jocpederson
